,NAME,VTD,G16PRERTru_x,G16PREDCli_x,G16PREIDeL_x,G16PRELJoh_x,G16PRESKen_x,G16PREISmi_x,G16PREGSte_x,G16PREOth_x,geometry,county,join_col,County,Precinct,G16PRERTru_y,G16PREDCli_y,G16PREIDeL_y,G16PRELJoh_y,G16PRESKen_y,G16PREISmi_y,G16PREGSte_y,G16PREOth_y,_merge
2876,,,,,,,,,,,,,Beersheba Springs,Grundy,Beersheba Springs,129.0,40.0,1.0,5.0,0.0,1.0,4.0,0.0,right_only
2877,,,,,,,,,,,,,Gruetli-Laager,Grundy,Gruetli-Laager,573.0,145.0,4.0,5.0,0.0,2.0,1.0,0.0,right_only
2878,,,,,,,,,,,,,Tracy City,Grundy,Tracy City,848.0,213.0,5.0,17.0,0.0,3.0,4.0,1.0,right_only
2879,,,,,,,,,,,,,175 Airport,Hamilton,175 Airport,352.0,628.0,3.0,29.0,1.0,3.0,5.0,7.0,right_only
2880,,,,,,,,,,,,,212 Alton Park 1,Hamilton,212 Alton Park 1,94.0,1380.0,3.0,47.0,2.0,2.0,9.0,13.0,right_only
2881,,,,,,,,,,,,,214 Alton Park 2,Hamilton,214 Alton Park 2,9.0,40.0,0.0,5.0,0.0,0.0,1.0,1.0,right_only
2882,,,,,,,,,,,,,003 Amnicola,Hamilton,003 Amnicola,18.0,128.0,1.0,3.0,0.0,0.0,1.0,0.0,right_only
2883,,,,,,,,,,,,,050 Apison 1,Hamilton,050 Apison 1,1620.0,314.0,2.0,86.0,4.0,8.0,15.0,22.0,right_only
2884,,,,,,,,,,,,,118 Apison 2,Hamilton,118 Apison 2,262.0,100.0,1.0,10.0,0.0,1.0,0.0,3.0,right_only
2885,,,,,,,,,,,,,216 Apison 3,Hamilton,216 Apison 3,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,right_only
2886,,,,,,,,,,,,,004 Avondale,Hamilton,004 Avondale,32.0,803.0,1.0,5.0,0.0,1.0,5.0,2.0,right_only
2887,,,,,,,,,,,,,184 Bakewell 1,Hamilton,184 Bakewell 1,352.0,71.0,1.0,4.0,0.0,0.0,1.0,0.0,right_only
2888,,,,,,,,,,,,,183 Bakewell 2,Hamilton,183 Bakewell 2,1372.0,380.0,2.0,51.0,2.0,5.0,6.0,4.0,right_only
2889,,,,,,,,,,,,,051 Birchwood,Hamilton,051 Birchwood,1875.0,324.0,2.0,49.0,1.0,9.0,10.0,17.0,right_only
2890,,,,,,,,,,,,,005 Bonny Oaks,Hamilton,005 Bonny Oaks,247.0,1302.0,2.0,17.0,1.0,1.0,5.0,1.0,right_only
2891,,,,,,,,,,,,,006 Brainerd,Hamilton,006 Brainerd,565.0,744.0,3.0,77.0,1.0,4.0,11.0,19.0,right_only
2892,,,,,,,,,,,,,007 Brainerd Hills,Hamilton,007 Brainerd Hills,493.0,581.0,1.0,58.0,3.0,1.0,6.0,8.0,right_only
2893,,,,,,,,,,,,,008 Bushtown,Hamilton,008 Bushtown,34.0,1086.0,1.0,14.0,2.0,1.0,12.0,13.0,right_only
2894,,,,,,,,,,,,,052 Collegedale 1,Hamilton,052 Collegedale 1,698.0,270.0,0.0,81.0,1.0,4.0,9.0,1.0,right_only
2895,,,,,,,,,,,,,122 Collegedale 2,Hamilton,122 Collegedale 2,358.0,198.0,0.0,73.0,0.0,5.0,6.0,1.0,right_only
2896,,,,,,,,,,,,,167 Collegedale 3,Hamilton,167 Collegedale 3,199.0,70.0,0.0,14.0,1.0,1.0,6.0,4.0,right_only
2897,,,,,,,,,,,,,204 Collegedale 4,Hamilton,204 Collegedale 4,828.0,289.0,3.0,71.0,2.0,2.0,16.0,3.0,right_only
2898,,,,,,,,,,,,,217 Collegedale 5,Hamilton,217 Collegedale 5,33.0,4.0,0.0,1.0,0.0,0.0,0.0,11.0,right_only
2899,,,,,,,,,,,,,220 Collegedale 6,Hamilton,220 Collegedale 6,18.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,right_only
2900,,,,,,,,,,,,,012 Concord 1,Hamilton,012 Concord 1,471.0,284.0,1.0,39.0,0.0,2.0,3.0,6.0,right_only
2901,,,,,,,,,,,,,093 Concord 2,Hamilton,093 Concord 2,457.0,353.0,3.0,35.0,0.0,3.0,7.0,15.0,right_only
2902,,,,,,,,,,,,,141 Concord 3,Hamilton,141 Concord 3,243.0,153.0,0.0,9.0,1.0,3.0,2.0,2.0,right_only
2903,,,,,,,,,,,,,181 Concord 4,Hamilton,181 Concord 4,1147.0,835.0,1.0,65.0,2.0,5.0,4.0,14.0,right_only
2904,,,,,,,,,,,,,177 Concord 5,Hamilton,177 Concord 5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only
2905,,,,,,,,,,,,,178 Concord 6,Hamilton,178 Concord 6,60.0,61.0,0.0,12.0,0.0,0.0,7.0,0.0,right_only
2906,,,,,,,,,,,,,206 Concord 7,Hamilton,206 Concord 7,82.0,56.0,0.0,6.0,0.0,0.0,1.0,0.0,right_only
2907,,,,,,,,,,,,,208 Courthouse 1,Hamilton,208 Courthouse 1,160.0,527.0,0.0,47.0,3.0,0.0,13.0,4.0,right_only
2908,,,,,,,,,,,,,196 Courthouse 2,Hamilton,196 Courthouse 2,3.0,29.0,0.0,6.0,0.0,0.0,1.0,0.0,right_only
2909,,,,,,,,,,,,,014 Dalewood,Hamilton,014 Dalewood,52.0,857.0,1.0,9.0,0.0,2.0,6.0,0.0,right_only
2910,,,,,,,,,,,,,185 Dallas 1,Hamilton,185 Dallas 1,1673.0,397.0,1.0,77.0,0.0,9.0,12.0,12.0,right_only
2911,,,,,,,,,,,,,172 Dallas 2,Hamilton,172 Dallas 2,755.0,173.0,2.0,41.0,3.0,1.0,3.0,8.0,right_only
2912,,,,,,,,,,,,,199 Downtown 1,Hamilton,199 Downtown 1,149.0,176.0,0.0,23.0,0.0,0.0,1.0,12.0,right_only
2913,,,,,,,,,,,,,197 Downtown 2,Hamilton,197 Downtown 2,250.0,952.0,0.0,63.0,0.0,1.0,13.0,0.0,right_only
2914,,,,,,,,,,,,,189 DuPont,Hamilton,189 DuPont,1055.0,612.0,1.0,81.0,2.0,6.0,14.0,16.0,right_only
2915,,,,,,,,,,,,,017 East Brainerd 1,Hamilton,017 East Brainerd 1,1491.0,765.0,4.0,68.0,1.0,7.0,13.0,21.0,right_only
2916,,,,,,,,,,,,,104 East Brainerd 2,Hamilton,104 East Brainerd 2,1653.0,939.0,3.0,88.0,0.0,6.0,16.0,18.0,right_only
2917,,,,,,,,,,,,,018 East Chattanooga 1,Hamilton,018 East Chattanooga 1,46.0,408.0,1.0,8.0,0.0,1.0,1.0,0.0,right_only
2918,,,,,,,,,,,,,192 East Chattanooga 2,Hamilton,192 East Chattanooga 2,99.0,674.0,0.0,11.0,2.0,1.0,4.0,0.0,right_only
2919,,,,,,,,,,,,,019 East Lake,Hamilton,019 East Lake,355.0,568.0,1.0,21.0,2.0,1.0,8.0,4.0,right_only
2920,,,,,,,,,,,,,053 East Ridge 1,Hamilton,053 East Ridge 1,1416.0,760.0,0.0,82.0,3.0,7.0,23.0,25.0,right_only
2921,,,,,,,,,,,,,054 East Ridge 2,Hamilton,054 East Ridge 2,857.0,622.0,1.0,72.0,1.0,5.0,26.0,19.0,right_only
2922,,,,,,,,,,,,,055 East Ridge 3,Hamilton,055 East Ridge 3,1219.0,541.0,4.0,66.0,3.0,2.0,15.0,0.0,right_only
2923,,,,,,,,,,,,,056 East Ridge 4,Hamilton,056 East Ridge 4,1241.0,626.0,2.0,61.0,2.0,6.0,16.0,9.0,right_only
2924,,,,,,,,,,,,,195 Eastdale,Hamilton,195 Eastdale,158.0,1779.0,2.0,38.0,3.0,2.0,15.0,11.0,right_only
2925,,,,,,,,,,,,,094 Eastgate 1,Hamilton,094 Eastgate 1,123.0,469.0,1.0,39.0,3.0,2.0,8.0,8.0,right_only
2926,,,,,,,,,,,,,095 Eastgate 2,Hamilton,095 Eastgate 2,167.0,548.0,0.0,23.0,0.0,0.0,4.0,3.0,right_only
2927,,,,,,,,,,,,,209 Eastside 1,Hamilton,209 Eastside 1,220.0,850.0,3.0,32.0,0.0,4.0,6.0,3.0,right_only
2928,,,,,,,,,,,,,132 Eastside 2,Hamilton,132 Eastside 2,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only
2929,,,,,,,,,,,,,067 Fairmount,Hamilton,067 Fairmount,1159.0,454.0,1.0,84.0,3.0,11.0,9.0,18.0,right_only
2930,,,,,,,,,,,,,187 Falling Water,Hamilton,187 Falling Water,472.0,124.0,0.0,30.0,0.0,0.0,4.0,4.0,right_only
2931,,,,,,,,,,,,,069 Flat Top Mountain,Hamilton,069 Flat Top Mountain,212.0,25.0,0.0,5.0,0.0,0.0,1.0,1.0,right_only
2932,,,,,,,,,,,,,070 Ganns,Hamilton,070 Ganns,1222.0,364.0,0.0,73.0,2.0,7.0,9.0,13.0,right_only
2933,,,,,,,,,,,,,023 Glenwood,Hamilton,023 Glenwood,103.0,724.0,1.0,15.0,2.0,2.0,10.0,6.0,right_only
2934,,,,,,,,,,,,,058 Harrison 1,Hamilton,058 Harrison 1,143.0,135.0,0.0,5.0,1.0,0.0,2.0,0.0,right_only
2935,,,,,,,,,,,,,090 Harrison 2,Hamilton,090 Harrison 2,1806.0,1194.0,4.0,112.0,2.0,7.0,20.0,22.0,right_only
2936,,,,,,,,,,,,,098 Harrison 3,Hamilton,098 Harrison 3,1561.0,678.0,1.0,78.0,2.0,10.0,12.0,26.0,right_only
2937,,,,,,,,,,,,,140 Harrison 4,Hamilton,140 Harrison 4,493.0,159.0,0.0,21.0,0.0,2.0,3.0,11.0,right_only
2938,,,,,,,,,,,,,180 Harrison 5,Hamilton,180 Harrison 5,822.0,211.0,2.0,27.0,0.0,1.0,4.0,12.0,right_only
2939,,,,,,,,,,,,,218 Harrison 6,Hamilton,218 Harrison 6,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only
2940,,,,,,,,,,,,,025 Hixson 1,Hamilton,025 Hixson 1,313.0,203.0,2.0,33.0,0.0,4.0,9.0,7.0,right_only
2941,,,,,,,,,,,,,088 Hixson 2,Hamilton,088 Hixson 2,1782.0,782.0,2.0,104.0,1.0,11.0,20.0,17.0,right_only
2942,,,,,,,,,,,,,101 Hixson 3,Hamilton,101 Hixson 3,1461.0,691.0,5.0,101.0,1.0,2.0,10.0,20.0,right_only
2943,,,,,,,,,,,,,190 Kingspoint 1,Hamilton,190 Kingspoint 1,141.0,832.0,1.0,17.0,2.0,1.0,11.0,1.0,right_only
2944,,,,,,,,,,,,,191 Kingspoint 2,Hamilton,191 Kingspoint 2,152.0,130.0,0.0,22.0,3.0,0.0,3.0,3.0,right_only
2945,,,,,,,,,,,,,176 Kingspoint 3,Hamilton,176 Kingspoint 3,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only
2946,,,,,,,,,,,,,028 Lake Hills,Hamilton,028 Lake Hills,244.0,654.0,1.0,17.0,1.0,5.0,7.0,2.0,right_only
2947,,,,,,,,,,,,,071 Lakesite,Hamilton,071 Lakesite,695.0,182.0,1.0,43.0,1.0,5.0,6.0,6.0,right_only
2948,,,,,,,,,,,,,213 Lookout Mountain,Hamilton,213 Lookout Mountain,750.0,376.0,1.0,57.0,0.0,4.0,6.0,15.0,right_only
2949,,,,,,,,,,,,,048 Lookout Valley 1,Hamilton,048 Lookout Valley 1,1831.0,581.0,1.0,57.0,1.0,4.0,16.0,37.0,right_only
2950,,,,,,,,,,,,,092 Lookout Valley 2,Hamilton,092 Lookout Valley 2,53.0,15.0,0.0,0.0,0.0,0.0,3.0,13.0,right_only
2951,,,,,,,,,,,,,029 Lupton City,Hamilton,029 Lupton City,684.0,543.0,1.0,50.0,3.0,2.0,16.0,10.0,right_only
2952,,,,,,,,,,,,,059 Meadowview,Hamilton,059 Meadowview,291.0,64.0,0.0,15.0,0.0,1.0,1.0,4.0,right_only
2953,,,,,,,,,,,,,188 Middle Valley 1,Hamilton,188 Middle Valley 1,1243.0,352.0,0.0,72.0,1.0,5.0,9.0,9.0,right_only
2954,,,,,,,,,,,,,186 Middle Valley 2,Hamilton,186 Middle Valley 2,458.0,108.0,1.0,28.0,1.0,0.0,1.0,1.0,right_only
2955,,,,,,,,,,,,,031 Missionary Ridge,Hamilton,031 Missionary Ridge,481.0,556.0,3.0,60.0,3.0,0.0,13.0,18.0,right_only
2956,,,,,,,,,,,,,032 Moccasin Bend,Hamilton,032 Moccasin Bend,553.0,716.0,1.0,100.0,1.0,3.0,17.0,8.0,right_only
2957,,,,,,,,,,,,,033 Mountain Creek 1,Hamilton,033 Mountain Creek 1,1672.0,1162.0,5.0,160.0,1.0,11.0,44.0,28.0,right_only
2958,,,,,,,,,,,,,106 Mountain Creek 2,Hamilton,106 Mountain Creek 2,14.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,right_only
2959,,,,,,,,,,,,,215 Mountain Creek 3,Hamilton,215 Mountain Creek 3,50.0,57.0,0.0,4.0,0.0,1.0,2.0,2.0,right_only
2960,,,,,,,,,,,,,074 Mowbray,Hamilton,074 Mowbray,656.0,144.0,0.0,22.0,1.0,0.0,5.0,4.0,right_only
2961,,,,,,,,,,,,,171 Murray Hills 1,Hamilton,171 Murray Hills 1,532.0,696.0,2.0,42.0,3.0,5.0,9.0,12.0,right_only
2962,,,,,,,,,,,,,182 Murray Hills 2,Hamilton,182 Murray Hills 2,89.0,221.0,1.0,19.0,2.0,0.0,2.0,3.0,right_only
2963,,,,,,,,,,,,,035 North Chattanooga 1,Hamilton,035 North Chattanooga 1,546.0,761.0,1.0,92.0,0.0,8.0,20.0,16.0,right_only
2964,,,,,,,,,,,,,139 North Chattanooga 2,Hamilton,139 North Chattanooga 2,138.0,295.0,0.0,25.0,1.0,1.0,9.0,2.0,right_only
2965,,,,,,,,,,,,,194 Northgate 1,Hamilton,194 Northgate 1,583.0,397.0,1.0,35.0,0.0,1.0,11.0,11.0,right_only
2966,,,,,,,,,,,,,193 Northgate 2,Hamilton,193 Northgate 2,739.0,449.0,3.0,54.0,3.0,4.0,18.0,9.0,right_only
2967,,,,,,,,,,,,,037 Northwoods 1,Hamilton,037 Northwoods 1,636.0,367.0,0.0,37.0,2.0,4.0,12.0,3.0,right_only
2968,,,,,,,,,,,,,038 Northwoods 2,Hamilton,038 Northwoods 2,306.0,136.0,0.0,11.0,0.0,0.0,9.0,4.0,right_only
2969,,,,,,,,,,,,,060 Ooltewah 1,Hamilton,060 Ooltewah 1,1519.0,705.0,3.0,73.0,2.0,5.0,14.0,29.0,right_only
2970,,,,,,,,,,,,,089 Ooltewah 2,Hamilton,089 Ooltewah 2,633.0,373.0,2.0,37.0,0.0,1.0,11.0,7.0,right_only
2971,,,,,,,,,,,,,143 Ooltewah 3,Hamilton,143 Ooltewah 3,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only
2972,,,,,,,,,,,,,205 Ooltewah 4,Hamilton,205 Ooltewah 4,1992.0,613.0,2.0,98.0,1.0,10.0,12.0,15.0,right_only
2973,,,,,,,,,,,,,169 Ooltewah 5,Hamilton,169 Ooltewah 5,83.0,31.0,0.0,2.0,0.0,0.0,1.0,0.0,right_only
2974,,,,,,,,,,,,,168 Ooltewah 6,Hamilton,168 Ooltewah 6,27.0,19.0,0.0,3.0,0.0,0.0,0.0,3.0,right_only
2975,,,,,,,,,,,,,075 Pleasant Grove 1,Hamilton,075 Pleasant Grove 1,2195.0,748.0,4.0,102.0,6.0,9.0,13.0,21.0,right_only
2976,,,,,,,,,,,,,103 Pleasant Grove 2,Hamilton,103 Pleasant Grove 2,59.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,right_only
2977,,,,,,,,,,,,,076 Red Bank 1,Hamilton,076 Red Bank 1,651.0,643.0,1.0,90.0,1.0,6.0,19.0,14.0,right_only
2978,,,,,,,,,,,,,077 Red Bank 2,Hamilton,077 Red Bank 2,330.0,279.0,1.0,34.0,2.0,2.0,13.0,9.0,right_only
2979,,,,,,,,,,,,,078 Red Bank 3,Hamilton,078 Red Bank 3,1495.0,768.0,0.0,110.0,4.0,1.0,31.0,15.0,right_only
2980,,,,,,,,,,,,,210 Ridgedale 1,Hamilton,210 Ridgedale 1,142.0,560.0,0.0,51.0,0.0,0.0,14.0,17.0,right_only
2981,,,,,,,,,,,,,211 Ridgedale 2,Hamilton,211 Ridgedale 2,63.0,177.0,0.0,9.0,1.0,1.0,3.0,5.0,right_only
2982,,,,,,,,,,,,,061 Ridgeside,Hamilton,061 Ridgeside,121.0,120.0,0.0,21.0,0.0,0.0,2.0,8.0,right_only
2983,,,,,,,,,,,,,042 Riverview,Hamilton,042 Riverview,465.0,589.0,1.0,83.0,3.0,2.0,13.0,5.0,right_only
2984,,,,,,,,,,,,,080 Sale Creek,Hamilton,080 Sale Creek,799.0,132.0,0.0,16.0,0.0,7.0,3.0,21.0,right_only
2985,,,,,,,,,,,,,207 Signal Mountain 1,Hamilton,207 Signal Mountain 1,1725.0,1092.0,3.0,136.0,1.0,6.0,25.0,26.0,right_only
2986,,,,,,,,,,,,,200 Signal Mountain 2,Hamilton,200 Signal Mountain 2,1039.0,690.0,2.0,95.0,1.0,6.0,15.0,35.0,right_only
2987,,,,,,,,,,,,,170 Snowhill 1,Hamilton,170 Snowhill 1,1082.0,287.0,2.0,44.0,1.0,4.0,7.0,18.0,right_only
2988,,,,,,,,,,,,,179 Snowhill 2,Hamilton,179 Snowhill 2,1944.0,495.0,2.0,69.0,2.0,6.0,9.0,8.0,right_only
2989,,,,,,,,,,,,,083 Soddy Daisy 1,Hamilton,083 Soddy Daisy 1,2091.0,546.0,0.0,94.0,2.0,5.0,17.0,26.0,right_only
2990,,,,,,,,,,,,,084 Soddy Daisy 2,Hamilton,084 Soddy Daisy 2,1280.0,297.0,1.0,49.0,3.0,0.0,5.0,11.0,right_only
2991,,,,,,,,,,,,,144 Soddy Daisy 3,Hamilton,144 Soddy Daisy 3,361.0,102.0,0.0,9.0,0.0,0.0,2.0,3.0,right_only
2992,,,,,,,,,,,,,219 Soddy Daisy 4,Hamilton,219 Soddy Daisy 4,33.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,right_only
2993,,,,,,,,,,,,,043 St. Elmo 1,Hamilton,043 St. Elmo 1,309.0,683.0,4.0,93.0,2.0,5.0,34.0,67.0,right_only
2994,,,,,,,,,,,,,137 St. Elmo 2,Hamilton,137 St. Elmo 2,34.0,34.0,0.0,2.0,0.0,0.0,0.0,0.0,right_only
2995,,,,,,,,,,,,,198 Stuart Heights,Hamilton,198 Stuart Heights,912.0,1019.0,2.0,124.0,0.0,2.0,25.0,20.0,right_only
2996,,,,,,,,,,,,,063 Summit 1,Hamilton,063 Summit 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only
2997,,,,,,,,,,,,,166 Summit 2,Hamilton,166 Summit 2,372.0,214.0,2.0,33.0,1.0,0.0,4.0,5.0,right_only
2998,,,,,,,,,,,,,203 Summit 3,Hamilton,203 Summit 3,836.0,255.0,0.0,48.0,0.0,1.0,3.0,4.0,right_only
2999,,,,,,,,,,,,,201 Summit 4,Hamilton,201 Summit 4,20.0,53.0,0.0,6.0,0.0,0.0,0.0,0.0,right_only
3000,,,,,,,,,,,,,046 Tyner 1,Hamilton,046 Tyner 1,983.0,892.0,2.0,55.0,5.0,2.0,18.0,14.0,right_only
3001,,,,,,,,,,,,,097 Tyner 2,Hamilton,097 Tyner 2,107.0,133.0,0.0,9.0,1.0,0.0,2.0,2.0,right_only
3002,,,,,,,,,,,,,085 Valdeau,Hamilton,085 Valdeau,237.0,108.0,0.0,20.0,0.0,0.0,4.0,0.0,right_only
3003,,,,,,,,,,,,,086 Walden,Hamilton,086 Walden,676.0,350.0,1.0,47.0,0.0,3.0,7.0,7.0,right_only
3004,,,,,,,,,,,,,064 Westview 1,Hamilton,064 Westview 1,1392.0,689.0,4.0,83.0,1.0,9.0,16.0,15.0,right_only
3005,,,,,,,,,,,,,091 Westview 2,Hamilton,091 Westview 2,1560.0,686.0,4.0,97.0,1.0,3.0,10.0,28.0,right_only
3006,,,,,,,,,,,,,096 Westview 3,Hamilton,096 Westview 3,831.0,334.0,4.0,36.0,1.0,6.0,6.0,4.0,right_only
3007,,,,,,,,,,,,,173 Woodmore 1,Hamilton,173 Woodmore 1,100.0,1180.0,0.0,11.0,0.0,1.0,8.0,1.0,right_only
3008,,,,,,,,,,,,,174 Woodmore 2,Hamilton,174 Woodmore 2,29.0,47.0,0.0,3.0,0.0,0.0,2.0,0.0,right_only
3009,,,,,,,,,,,,,Airport 1-1,Hardin,Airport 1-1,300.0,57.0,0.0,7.0,3.0,2.0,3.0,0.0,right_only
3010,,,,,,,,,,,,,Olivet 1-2,Hardin,Olivet 1-2,422.0,72.0,0.0,4.0,1.0,5.0,3.0,0.0,right_only
3011,,,,,,,,,,,,,Nixon 2-1,Hardin,Nixon 2-1,536.0,71.0,0.0,6.0,4.0,1.0,6.0,0.0,right_only
3012,,,,,,,,,,,,,Walkers 2-2,Hardin,Walkers 2-2,319.0,53.0,0.0,3.0,0.0,1.0,5.0,0.0,right_only
3013,,,,,,,,,,,,,Counce 3-1,Hardin,Counce 3-1,714.0,144.0,0.0,10.0,1.0,3.0,12.0,0.0,right_only
3014,,,,,,,,,,,,,Southside 3-2,Hardin,Southside 3-2,310.0,60.0,2.0,8.0,0.0,3.0,2.0,0.0,right_only
3015,,,,,,,,,,,,,Shiloh 4-1,Hardin,Shiloh 4-1,96.0,51.0,1.0,4.0,0.0,0.0,3.0,0.0,right_only
3016,,,,,,,,,,,,,Crump 4-2,Hardin,Crump 4-2,704.0,100.0,1.0,11.0,1.0,4.0,6.0,0.0,right_only
3017,,,,,,,,,,,,,Saltillo 5-1,Hardin,Saltillo 5-1,277.0,86.0,3.0,5.0,1.0,2.0,5.0,0.0,right_only
3018,,,,,,,,,,,,,Morris Chapel 5-2,Hardin,Morris Chapel 5-2,510.0,83.0,2.0,14.0,3.0,5.0,9.0,0.0,right_only
3019,,,,,,,,,,,,,Cerro Gordo 6-1,Hardin,Cerro Gordo 6-1,356.0,71.0,1.0,1.0,1.0,0.0,5.0,0.0,right_only
3020,,,,,,,,,,,,,Rhodes 6-2,Hardin,Rhodes 6-2,355.0,38.0,0.0,5.0,2.0,0.0,1.0,0.0,right_only
3021,,,,,,,,,,,,,Olive Hill 6-3,Hardin,Olive Hill 6-3,207.0,24.0,0.0,1.0,0.0,3.0,4.0,0.0,right_only
3022,,,,,,,,,,,,,Whites 7-1,Hardin,Whites 7-1,348.0,64.0,0.0,5.0,1.0,0.0,2.0,0.0,right_only
3023,,,,,,,,,,,,,Walnut Grove 7-2,Hardin,Walnut Grove 7-2,392.0,58.0,1.0,6.0,1.0,3.0,7.0,0.0,right_only
3024,,,,,,,,,,,,,North 8-1,Hardin,North 8-1,1004.0,293.0,0.0,18.0,1.0,3.0,8.0,0.0,right_only
3025,,,,,,,,,,,,,Library 9-1,Hardin,Library 9-1,514.0,112.0,1.0,14.0,0.0,5.0,8.0,0.0,right_only
3026,,,,,,,,,,,,,Fairground 10-1,Hardin,Fairground 10-1,648.0,185.0,3.0,12.0,2.0,8.0,7.0,0.0,right_only
3027,,,,,,,,,,,,,6 Alum Well,Hawkins,6 Alum Well,450.0,60.0,0.0,7.0,1.0,0.0,0.0,0.0,right_only
3028,,,,,,,,,,,,,2 Church Hill Outsid,Hawkins,2 Church Hill Outsid,41.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,right_only
3029,,,,,,,,,,,,,4 Keplar,Hawkins,4 Keplar,262.0,55.0,0.0,6.0,0.0,2.0,0.0,0.0,right_only
3030,,,,,,,,,,,,,5 Rogersville No In,Hawkins,5 Rogersville No In,430.0,110.0,1.0,15.0,0.0,1.0,2.0,1.0,right_only
3031,,,,,,,,,,,,,4 Rogersville No Out,Hawkins,4 Rogersville No Out,517.0,81.0,3.0,17.0,0.0,2.0,0.0,4.0,right_only
3032,,,,,,,,,,,,,5 Rogersville So In,Hawkins,5 Rogersville So In,671.0,145.0,4.0,8.0,2.0,0.0,3.0,0.0,right_only
3033,,,,,,,,,,,,,5 Rogersville So Out,Hawkins,5 Rogersville So Out,954.0,180.0,1.0,23.0,0.0,0.0,3.0,1.0,right_only
3034,,,,,,,,,,,,,7 Strahl/Cherokee,Hawkins,7 Strahl/Cherokee,799.0,158.0,2.0,19.0,0.0,3.0,3.0,3.0,right_only
3035,,,,,,,,,,,,,4 Surgoinsville In,Hawkins,4 Surgoinsville In,653.0,139.0,1.0,10.0,1.0,4.0,5.0,5.0,right_only
3036,,,,,,,,,,,,,4 Surgoinsville Out,Hawkins,4 Surgoinsville Out,673.0,142.0,2.0,11.0,0.0,2.0,6.0,0.0,right_only
3037,,,,,,,,,,,,,3-3 Fire Station #4,Henderson,3-3 Fire Station #4,600.0,103.0,1.0,12.0,1.0,2.0,2.0,3.0,right_only
3038,,,,,,,,,,,,,3-4 Christian Chapel,Henderson,3-4 Christian Chapel,91.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,right_only
3039,,,,,,,,,,,,,5-5 TN Tech Center,Henderson,5-5 TN Tech Center,947.0,248.0,1.0,18.0,0.0,1.0,5.0,4.0,right_only
3040,,,,,,,,,,,,,4-6 Civic Center,Henderson,4-6 Civic Center,965.0,342.0,6.0,29.0,2.0,3.0,7.0,3.0,right_only
3041,,,,,,,,,,,,,3-7 Darden,Henderson,3-7 Darden,238.0,16.0,1.0,4.0,0.0,1.0,0.0,0.0,right_only
3042,,,,,,,,,,,,,6-8 Broad Street,Henderson,6-8 Broad Street,1318.0,308.0,2.0,30.0,2.0,3.0,6.0,5.0,right_only
3043,,,,,,,,,,,,,7-9 Middleburg,Henderson,7-9 Middleburg,153.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,right_only
3044,,,,,,,,,,,,,3-10 Fire Sta #10,Henderson,3-10 Fire Sta #10,352.0,136.0,0.0,7.0,0.0,2.0,0.0,0.0,right_only
3045,,,,,,,,,,,,,7-11 Reagan,Henderson,7-11 Reagan,421.0,45.0,0.0,1.0,2.0,1.0,1.0,0.0,right_only
3046,,,,,,,,,,,,,7-12 Sardis,Henderson,7-12 Sardis,380.0,19.0,0.0,8.0,1.0,3.0,0.0,0.0,right_only
3047,,,,,,,,,,,,,7-13 Scotts Hill,Henderson,7-13 Scotts Hill,318.0,48.0,1.0,3.0,0.0,0.0,0.0,0.0,right_only
3048,,,,,,,,,,,,,2-14 South Haven,Henderson,2-14 South Haven,264.0,47.0,0.0,8.0,0.0,3.0,2.0,0.0,right_only
3049,,,,,,,,,,,,,2-15 Westover,Henderson,2-15 Westover,1049.0,143.0,0.0,28.0,1.0,4.0,8.0,1.0,right_only
3050,,,,,,,,,,,,,5-1 Henry Co High,Henry,5-1 Henry Co High,1006.0,291.0,4.0,24.0,2.0,4.0,5.0,0.0,right_only
3051,,,,,,,,,,,,,5-2 TN Tech Center,Henry,5-2 TN Tech Center,912.0,403.0,2.0,24.0,5.0,3.0,8.0,7.0,right_only
3052,,,,,,,,,,,,,1-1 Nunnelly,Hickman,1-1 Nunnelly,225.0,73.0,1.0,5.0,0.0,0.0,3.0,0.0,right_only
3053,,,,,,,,,,,,,1-2 Pinewood,Hickman,1-2 Pinewood,352.0,92.0,2.0,12.0,2.0,0.0,3.0,2.0,right_only
3054,,,,,,,,,,,,,2-2 Fairfield,Hickman,2-2 Fairfield,191.0,51.0,1.0,2.0,0.0,0.0,0.0,4.0,right_only
3055,,,,,,,,,,,,,2-3 East Bank,Hickman,2-3 East Bank,616.0,250.0,1.0,12.0,2.0,3.0,2.0,0.0,right_only
