,NAME,VTD,G16PRERTru_x,G16PREDCli_x,G16PREIDeL_x,G16PRELJoh_x,G16PRESKen_x,G16PREISmi_x,G16PREGSte_x,G16PREOth_x,geometry,county,join_col,County,Precinct,G16PRERTru_y,G16PREDCli_y,G16PREIDeL_y,G16PRELJoh_y,G16PRESKen_y,G16PREISmi_y,G16PREGSte_y,G16PREOth_y,_merge
3428,,,,,,,,,,,,,4A Burks,Putnam,4A Burks,904.0,217.0,3.0,21.0,0.0,5.0,3.0,2.0,right_only
3429,,,,,,,,,,,,,4B Monterey City,Putnam,4B Monterey City,469.0,185.0,3.0,10.0,1.0,2.0,7.0,0.0,right_only
3430,,,,,,,,,,,,,4C Poplar Grove,Putnam,4C Poplar Grove,116.0,48.0,0.0,4.0,0.0,0.0,0.0,0.0,right_only
3431,,,,,,,,,,,,,5A Cookeville CC,Putnam,5A Cookeville CC,642.0,186.0,1.0,24.0,1.0,2.0,8.0,2.0,right_only
3432,,,,,,,,,,,,,5C Prescott South,Putnam,5C Prescott South,1089.0,275.0,1.0,35.0,3.0,7.0,7.0,2.0,right_only
3433,,,,,,,,,,,,,5F Dry Valley,Putnam,5F Dry Valley,333.0,143.0,1.0,14.0,1.0,2.0,2.0,2.0,right_only
3434,,,,,,,,,,,,,6A Cane Creek,Putnam,6A Cane Creek,1239.0,608.0,8.0,68.0,3.0,6.0,25.0,6.0,right_only
3435,,,,,,,,,,,,,7A Burgess Falls,Putnam,7A Burgess Falls,1410.0,487.0,4.0,52.0,1.0,8.0,7.0,10.0,right_only
3436,,,,,,,,,,,,,7D Twin Oak,Putnam,7D Twin Oak,668.0,124.0,0.0,21.0,1.0,4.0,1.0,5.0,right_only
3437,,,,,,,,,,,,,8D Boma,Putnam,8D Boma,421.0,101.0,1.0,10.0,0.0,2.0,7.0,0.0,right_only
3438,,,,,,,,,,,,,8E Buffalo Valley,Putnam,8E Buffalo Valley,123.0,29.0,0.0,2.0,1.0,0.0,0.0,2.0,right_only
3439,,,,,,,,,,,,,8F Cornerstone,Putnam,8F Cornerstone,886.0,200.0,3.0,18.0,0.0,0.0,10.0,4.0,right_only
3440,,,,,,,,,,,,,8G Upperman,Putnam,8G Upperman,403.0,108.0,1.0,11.0,3.0,0.0,4.0,0.0,right_only
3441,,,,,,,,,,,,,9B Double Springs,Putnam,9B Double Springs,1662.0,474.0,1.0,69.0,1.0,8.0,15.0,6.0,right_only
3442,,,,,,,,,,,,,10A Pavilion,Putnam,10A Pavilion,865.0,250.0,1.0,27.0,1.0,5.0,10.0,11.0,right_only
3443,,,,,,,,,,,,,11B Cookeville High,Putnam,11B Cookeville High,829.0,325.0,0.0,38.0,2.0,3.0,11.0,1.0,right_only
3444,,,,,,,,,,,,,Johnson Sch House,Roane,Johnson Sch House,221.0,31.0,1.0,3.0,1.0,3.0,1.0,0.0,right_only
3445,,,,,,,,,,,,,01-1 East Robertson,Robertson,01-1 East Robertson,1732.0,469.0,3.0,64.0,1.0,6.0,12.0,2.0,right_only
3446,,,,,,,,,,,,,02-1 Woodall,Robertson,02-1 Woodall,1861.0,476.0,2.0,93.0,5.0,4.0,16.0,1.0,right_only
3447,,,,,,,,,,,,,03-1 Ebenezer,Robertson,03-1 Ebenezer,845.0,173.0,2.0,26.0,2.0,1.0,4.0,2.0,right_only
3448,,,,,,,,,,,,,03-2 Heritage,Robertson,03-2 Heritage,1115.0,195.0,1.0,45.0,1.0,5.0,11.0,1.0,right_only
3449,,,,,,,,,,,,,04-1 Watauga,Robertson,04-1 Watauga,1844.0,527.0,4.0,68.0,0.0,4.0,24.0,2.0,right_only
3450,,,,,,,,,,,,,05-1 Greenbrier,Robertson,05-1 Greenbrier,1718.0,462.0,1.0,54.0,2.0,3.0,10.0,4.0,right_only
3451,,,,,,,,,,,,,06-1 Coopertown,Robertson,06-1 Coopertown,1183.0,307.0,1.0,45.0,1.0,1.0,8.0,1.0,right_only
3452,,,,,,,,,,,,,06-2 Mt. Sharon,Robertson,06-2 Mt. Sharon,818.0,177.0,3.0,25.0,1.0,5.0,3.0,0.0,right_only
3453,,,,,,,,,,,,,07-1 Jo Byrns,Robertson,07-1 Jo Byrns,1286.0,320.0,5.0,43.0,2.0,2.0,5.0,1.0,right_only
3454,,,,,,,,,,,,,07-2 Stroudsville,Robertson,07-2 Stroudsville,488.0,112.0,3.0,11.0,0.0,5.0,3.0,0.0,right_only
3455,,,,,,,,,,,,,08-1 Krisle,Robertson,08-1 Krisle,512.0,114.0,0.0,12.0,0.0,0.0,4.0,0.0,right_only
3456,,,,,,,,,,,,,08-2 HATS,Robertson,08-2 HATS,480.0,134.0,4.0,6.0,1.0,1.0,4.0,0.0,right_only
3457,,,,,,,,,,,,,08-3 Owens Chapel,Robertson,08-3 Owens Chapel,753.0,182.0,1.0,19.0,1.0,2.0,7.0,2.0,right_only
3458,,,,,,,,,,,,,09-1 Fair Assoc.,Robertson,09-1 Fair Assoc.,1317.0,695.0,5.0,55.0,1.0,4.0,14.0,1.0,right_only
3459,,,,,,,,,,,,,10-1 South Haven,Robertson,10-1 South Haven,1420.0,615.0,10.0,60.0,2.0,11.0,16.0,3.0,right_only
3460,,,,,,,,,,,,,11-1 Westside,Robertson,11-1 Westside,1142.0,520.0,3.0,43.0,2.0,7.0,11.0,3.0,right_only
3461,,,,,,,,,,,,,11-2 Heads,Robertson,11-2 Heads,338.0,77.0,0.0,10.0,0.0,0.0,0.0,0.0,right_only
3462,,,,,,,,,,,,,12-1 Bransford,Robertson,12-1 Bransford,250.0,901.0,2.0,18.0,1.0,1.0,3.0,0.0,right_only
3463,,,,,,,,,,,,,Paper Ballots,Robertson,Paper Ballots,308.0,181.0,0.0,20.0,0.0,2.0,6.0,0.0,right_only
3464,,,,,,,,,,,,,Paper Ballots,Stewart,Paper Ballots,142.0,86.0,0.0,7.0,0.0,0.0,1.0,0.0,right_only
3465,,,,,,,,,,,,,Paper Ballots,Union,Paper Ballots,232.0,74.0,0.0,2.0,0.0,0.0,0.0,2.0,right_only
3466,,,,,,,,,,,,,5-1 City Park,Scott,5-1 City Park,319.0,48.0,0.0,4.0,0.0,1.0,0.0,0.0,right_only
3467,,,,,,,,,,,,,7 Justice Center,Sequatchie,7 Justice Center,436.0,126.0,1.0,9.0,1.0,1.0,3.0,0.0,right_only
3468,,,,,,,,,,,,,1-1 Caton's Chapel,Sevier,1-1 Caton's Chapel,1342.0,276.0,1.0,36.0,2.0,5.0,13.0,2.0,right_only
3469,,,,,,,,,,,,,1-2 Caton's Chapel,Sevier,1-2 Caton's Chapel,33.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,right_only
3470,,,,,,,,,,,,,1-3 Jones Cove,Sevier,1-3 Jones Cove,806.0,144.0,2.0,14.0,2.0,4.0,2.0,4.0,right_only
3471,,,,,,,,,,,,,1-4 Jones Cove,Sevier,1-4 Jones Cove,49.0,6.0,0.0,2.0,1.0,0.0,0.0,1.0,right_only
3472,,,,,,,,,,,,,2-1 Wearwood,Sevier,2-1 Wearwood,1382.0,281.0,5.0,23.0,3.0,12.0,7.0,7.0,right_only
3473,,,,,,,,,,,,,2-2 Waldens Creek,Sevier,2-2 Waldens Creek,1118.0,242.0,0.0,31.0,2.0,2.0,12.0,2.0,right_only
3474,,,,,,,,,,,,,3-1 New Center,Sevier,3-1 New Center,830.0,178.0,1.0,25.0,0.0,3.0,3.0,2.0,right_only
3475,,,,,,,,,,,,,3-2 Harrisburg,Sevier,3-2 Harrisburg,1605.0,288.0,1.0,44.0,2.0,1.0,5.0,10.0,right_only
3476,,,,,,,,,,,,,4-1 Pigeon Forge,Sevier,4-1 Pigeon Forge,3113.0,621.0,2.0,103.0,5.0,9.0,19.0,5.0,right_only
3477,,,,,,,,,,,,,5-1 Sevierville,Sevier,5-1 Sevierville,1824.0,480.0,2.0,54.0,0.0,6.0,20.0,7.0,right_only
3478,,,,,,,,,,,,,5-2 Senior Center,Sevier,5-2 Senior Center,1027.0,279.0,2.0,35.0,1.0,4.0,4.0,4.0,right_only
3479,,,,,,,,,,,,,6-1 Seymour,Sevier,6-1 Seymour,2921.0,611.0,3.0,101.0,2.0,9.0,23.0,17.0,right_only
3480,,,,,,,,,,,,,7-1 Catlettsburg,Sevier,7-1 Catlettsburg,431.0,64.0,0.0,7.0,1.0,1.0,2.0,0.0,right_only
3481,,,,,,,,,,,,,7-2 Catlettsburg,Sevier,7-2 Catlettsburg,1100.0,238.0,0.0,44.0,3.0,0.0,10.0,6.0,right_only
3482,,,,,,,,,,,,,7-3 Walnut Grove,Sevier,7-3 Walnut Grove,516.0,126.0,1.0,21.0,2.0,1.0,10.0,0.0,right_only
3483,,,,,,,,,,,,,8-1 Kodak,Sevier,8-1 Kodak,2094.0,359.0,4.0,51.0,4.0,6.0,9.0,3.0,right_only
3484,,,,,,,,,,,,,8-2 Kodak,Sevier,8-2 Kodak,189.0,31.0,1.0,6.0,0.0,0.0,0.0,1.0,right_only
3485,,,,,,,,,,,,,8-3 Underwood,Sevier,8-3 Underwood,987.0,209.0,3.0,41.0,1.0,5.0,3.0,6.0,right_only
3486,,,,,,,,,,,,,9-1 Seymour Primary,Sevier,9-1 Seymour Primary,2499.0,581.0,5.0,118.0,2.0,5.0,16.0,13.0,right_only
3487,,,,,,,,,,,,,10-1 Boyds Creek,Sevier,10-1 Boyds Creek,1487.0,281.0,1.0,53.0,2.0,1.0,9.0,10.0,right_only
3488,,,,,,,,,,,,,10-2 Whites,Sevier,10-2 Whites,351.0,67.0,0.0,8.0,0.0,0.0,3.0,2.0,right_only
3489,,,,,,,,,,,,,10-3 DuPont,Sevier,10-3 DuPont,651.0,140.0,0.0,18.0,0.0,1.0,5.0,4.0,right_only
3490,,,,,,,,,,,,,11-1 Gatlinburg,Sevier,11-1 Gatlinburg,1719.0,620.0,3.0,61.0,1.0,2.0,30.0,2.0,right_only
3491,,,,,,,,,,,,,11-2 Pittman Center,Sevier,11-2 Pittman Center,555.0,169.0,0.0,19.0,0.0,1.0,6.0,0.0,right_only
3492,,,,,,,,,,,,,Memphis 47,Shelby,Memphis 47,31.0,1816.0,2.0,8.0,4.0,5.0,1.0,0.0,right_only
3493,,,,,,,,,,,,,Memphis 62,Shelby,Memphis 62,407.0,553.0,6.0,8.0,1.0,2.0,7.0,4.0,right_only
3494,,,,,,,,,,,,,Arlington 01,Shelby,Arlington 01,2718.0,910.0,3.0,117.0,3.0,5.0,12.0,35.0,right_only
3495,,,,,,,,,,,,,Arlington 02,Shelby,Arlington 02,1365.0,508.0,1.0,63.0,1.0,2.0,9.0,20.0,right_only
3496,,,,,,,,,,,,,Brunswick 01,Shelby,Brunswick 01,1205.0,509.0,3.0,47.0,2.0,3.0,7.0,15.0,right_only
3497,,,,,,,,,,,,,Brunswick 02,Shelby,Brunswick 02,1647.0,1330.0,4.0,82.0,3.0,6.0,8.0,27.0,right_only
3498,,,,,,,,,,,,,Collierville 01,Shelby,Collierville 01,2571.0,645.0,2.0,119.0,0.0,15.0,6.0,34.0,right_only
3499,,,,,,,,,,,,,Collierville 02,Shelby,Collierville 02,1573.0,1235.0,5.0,55.0,4.0,12.0,12.0,14.0,right_only
3500,,,,,,,,,,,,,Collierville 03,Shelby,Collierville 03,2075.0,511.0,2.0,96.0,3.0,18.0,13.0,15.0,right_only
3501,,,,,,,,,,,,,Collierville 04,Shelby,Collierville 04,2167.0,670.0,6.0,77.0,1.0,9.0,14.0,20.0,right_only
3502,,,,,,,,,,,,,Collierville 05,Shelby,Collierville 05,1338.0,328.0,0.0,59.0,0.0,3.0,8.0,13.0,right_only
3503,,,,,,,,,,,,,Collierville 06,Shelby,Collierville 06,1676.0,516.0,1.0,58.0,1.0,0.0,8.0,15.0,right_only
3504,,,,,,,,,,,,,Collierville 07,Shelby,Collierville 07,948.0,1479.0,4.0,46.0,2.0,2.0,6.0,9.0,right_only
3505,,,,,,,,,,,,,Collierville 08,Shelby,Collierville 08,1238.0,386.0,0.0,55.0,1.0,6.0,4.0,12.0,right_only
3506,,,,,,,,,,,,,Collierville 09,Shelby,Collierville 09,1981.0,604.0,3.0,96.0,2.0,3.0,10.0,21.0,right_only
3507,,,,,,,,,,,,,Cordova 03,Shelby,Cordova 03,1360.0,1842.0,4.0,59.0,6.0,6.0,27.0,19.0,right_only
3508,,,,,,,,,,,,,Cordova 04,Shelby,Cordova 04,603.0,653.0,2.0,21.0,3.0,7.0,6.0,20.0,right_only
3509,,,,,,,,,,,,,Cordova 05,Shelby,Cordova 05,673.0,1449.0,10.0,54.0,3.0,3.0,11.0,6.0,right_only
3510,,,,,,,,,,,,,Forest Hills 01,Shelby,Forest Hills 01,840.0,907.0,1.0,29.0,2.0,0.0,8.0,5.0,right_only
3511,,,,,,,,,,,,,Forest Hills 02,Shelby,Forest Hills 02,318.0,583.0,1.0,13.0,2.0,0.0,2.0,1.0,right_only
3512,,,,,,,,,,,,,Forest Hills 03,Shelby,Forest Hills 03,275.0,2130.0,2.0,17.0,1.0,3.0,8.0,8.0,right_only
3513,,,,,,,,,,,,,Lakeland 01,Shelby,Lakeland 01,3064.0,915.0,5.0,100.0,5.0,7.0,16.0,25.0,right_only
3514,,,,,,,,,,,,,Lakeland 02,Shelby,Lakeland 02,1155.0,417.0,8.0,46.0,0.0,4.0,13.0,8.0,right_only
3515,,,,,,,,,,,,,Lucy 01,Shelby,Lucy 01,578.0,338.0,3.0,20.0,0.0,5.0,3.0,3.0,right_only
3516,,,,,,,,,,,,,Lucy 03,Shelby,Lucy 03,443.0,520.0,2.0,25.0,1.0,3.0,6.0,1.0,right_only
3517,,,,,,,,,,,,,McConnell's,Shelby,McConnell's,455.0,827.0,3.0,13.0,0.0,3.0,1.0,5.0,right_only
3518,,,,,,,,,,,,,Millington 01,Shelby,Millington 01,1994.0,1006.0,4.0,81.0,4.0,9.0,13.0,12.0,right_only
3519,,,,,,,,,,,,,Millington 02,Shelby,Millington 02,1720.0,1230.0,6.0,85.0,7.0,9.0,24.0,10.0,right_only
3520,,,,,,,,,,,,,Ross 05,Shelby,Ross 05,209.0,2256.0,3.0,21.0,3.0,1.0,9.0,2.0,right_only
3521,,,,,,,,,,,,,Ross 13,Shelby,Ross 13,217.0,2877.0,4.0,24.0,3.0,0.0,14.0,0.0,right_only
3522,,,,,,,,,,,,,Ross 14,Shelby,Ross 14,116.0,1990.0,2.0,12.0,1.0,2.0,6.0,2.0,right_only
3523,,,,,,,,,,,,,Ross 15,Shelby,Ross 15,108.0,1662.0,1.0,14.0,5.0,4.0,9.0,3.0,right_only
3524,,,,,,,,,,,,,Ross 16,Shelby,Ross 16,196.0,2966.0,3.0,14.0,3.0,8.0,7.0,4.0,right_only
3525,,,,,,,,,,,,,4-1 Church Street,Stewart,4-1 Church Street,550.0,138.0,0.0,21.0,1.0,2.0,1.0,0.0,right_only
3526,,,,,,,,,,,,,6-1 Public Library,Stewart,6-1 Public Library,599.0,181.0,4.0,18.0,0.0,1.0,1.0,2.0,right_only
3527,,,,,,,,,,,,,1-1 Westmoreland,Sumner,1-1 Westmoreland,1588.0,372.0,3.0,55.0,1.0,5.0,8.0,5.0,right_only
3528,,,,,,,,,,,,,1-3 Corinth,Sumner,1-3 Corinth,1660.0,390.0,5.0,52.0,4.0,4.0,11.0,2.0,right_only
3529,,,,,,,,,,,,,2-1 Portland,Sumner,2-1 Portland,1680.0,468.0,6.0,65.0,1.0,2.0,15.0,16.0,right_only
3530,,,,,,,,,,,,,2-2 Wiseman,Sumner,2-2 Wiseman,1453.0,460.0,4.0,47.0,7.0,8.0,13.0,1.0,right_only
3531,,,,,,,,,,,,,3-1 Civic Center,Sumner,3-1 Civic Center,2137.0,679.0,4.0,70.0,3.0,4.0,13.0,29.0,right_only
3532,,,,,,,,,,,,,3-3 Creekside,Sumner,3-3 Creekside,2061.0,629.0,4.0,54.0,4.0,7.0,8.0,3.0,right_only
3533,,,,,,,,,,,,,4-1 Howard,Sumner,4-1 Howard,2481.0,1083.0,2.0,106.0,1.0,5.0,10.0,26.0,right_only
3534,,,,,,,,,,,,,4-3 Cottontown,Sumner,4-3 Cottontown,1065.0,250.0,4.0,31.0,3.0,8.0,4.0,2.0,right_only
3535,,,,,,,,,,,,,4-4 Union,Sumner,4-4 Union,691.0,675.0,1.0,22.0,3.0,4.0,5.0,12.0,right_only
3536,,,,,,,,,,,,,5-1 FB Gallatin,Sumner,5-1 FB Gallatin,1114.0,603.0,3.0,42.0,0.0,5.0,6.0,5.0,right_only
3537,,,,,,,,,,,,,5-2 Guild,Sumner,5-2 Guild,1179.0,770.0,5.0,67.0,3.0,11.0,17.0,9.0,right_only
3538,,,,,,,,,,,,,6-1 Vol State,Sumner,6-1 Vol State,2978.0,808.0,3.0,103.0,0.0,7.0,9.0,8.0,right_only
3539,,,,,,,,,,,,,6-2 Gallatin HS,Sumner,6-2 Gallatin HS,1242.0,523.0,6.0,46.0,2.0,6.0,17.0,18.0,right_only
3540,,,,,,,,,,,,,6-3 Jack Anderson,Sumner,6-3 Jack Anderson,2266.0,807.0,3.0,127.0,1.0,3.0,12.0,53.0,right_only
3541,,,,,,,,,,,,,7-1 Whitten,Sumner,7-1 Whitten,2582.0,998.0,5.0,140.0,5.0,8.0,24.0,17.0,right_only
3542,,,,,,,,,,,,,7-3 Long Hollow,Sumner,7-3 Long Hollow,3208.0,870.0,4.0,144.0,5.0,13.0,19.0,24.0,right_only
3543,,,,,,,,,,,,,8-1 Brown,Sumner,8-1 Brown,1699.0,854.0,5.0,79.0,3.0,8.0,27.0,2.0,right_only
3544,,,,,,,,,,,,,8-2 Hawkins,Sumner,8-2 Hawkins,1749.0,787.0,4.0,80.0,3.0,7.0,10.0,11.0,right_only
3545,,,,,,,,,,,,,9-1 Hendersonville,Sumner,9-1 Hendersonville,2102.0,991.0,5.0,112.0,5.0,6.0,16.0,2.0,right_only
3546,,,,,,,,,,,,,9-2 Indian Lake,Sumner,9-2 Indian Lake,2720.0,882.0,2.0,146.0,5.0,6.0,20.0,86.0,right_only
3547,,,,,,,,,,,,,10-1 Walton Ferry,Sumner,10-1 Walton Ferry,1282.0,722.0,2.0,79.0,3.0,6.0,20.0,8.0,right_only
3548,,,,,,,,,,,,,10-2 Merrol Hyde,Sumner,10-2 Merrol Hyde,2197.0,968.0,5.0,118.0,3.0,8.0,23.0,23.0,right_only
3549,,,,,,,,,,,,,11-1 Beech,Sumner,11-1 Beech,1119.0,305.0,0.0,36.0,0.0,2.0,9.0,9.0,right_only
3550,,,,,,,,,,,,,11-2 Goodlettsville,Sumner,11-2 Goodlettsville,2090.0,857.0,2.0,68.0,3.0,9.0,15.0,9.0,right_only
3551,,,,,,,,,,,,,11-3 Millersville,Sumner,11-3 Millersville,1038.0,388.0,5.0,53.0,4.0,2.0,5.0,2.0,right_only
3552,,,,,,,,,,,,,12-1 Oakmont,Sumner,12-1 Oakmont,2362.0,514.0,4.0,67.0,3.0,14.0,14.0,1.0,right_only
3553,,,,,,,,,,,,,12-3 White House,Sumner,12-3 White House,2386.0,508.0,6.0,93.0,0.0,8.0,19.0,8.0,right_only
3554,,,,,,,,,,,,,1-1 NE Covington,Tipton,1-1 NE Covington,860.0,1100.0,6.0,15.0,4.0,5.0,7.0,1.0,right_only
3555,,,,,,,,,,,,,2-3 SE Covington,Tipton,2-3 SE Covington,1642.0,829.0,10.0,39.0,6.0,5.0,8.0,5.0,right_only
3556,,,,,,,,,,,,,3-6 Tipton West,Tipton,3-6 Tipton West,2131.0,255.0,1.0,51.0,2.0,2.0,6.0,3.0,right_only
3557,,,,,,,,,,,,,4-11 Atoka,Tipton,4-11 Atoka,2789.0,734.0,8.0,118.0,4.0,10.0,10.0,11.0,right_only
3558,,,,,,,,,,,,,5-12 Munford,Tipton,5-12 Munford,2202.0,425.0,6.0,83.0,4.0,8.0,23.0,2.0,right_only
3559,,,,,,,,,,,,,6-14 SW Tipton,Tipton,6-14 SW Tipton,1870.0,438.0,1.0,43.0,4.0,4.0,12.0,10.0,right_only
3560,,,,,,,,,,,,,7-19 Austin Peay,Tipton,7-19 Austin Peay,1751.0,843.0,3.0,41.0,2.0,4.0,10.0,1.0,right_only
3561,,,,,,,,,,,,,8-21 Wilkinsville,Tipton,8-21 Wilkinsville,1733.0,660.0,3.0,49.0,3.0,6.0,9.0,3.0,right_only
3562,,,,,,,,,,,,,9-22 Brighton,Tipton,9-22 Brighton,1932.0,501.0,2.0,46.0,4.0,9.0,5.0,1.0,right_only
3563,,,,,,,,,,,,,01 Senior Center,Trousdale,01 Senior Center,159.0,114.0,0.0,7.0,0.0,1.0,0.0,0.0,right_only
3564,,,,,,,,,,,,,02 Cato,Trousdale,02 Cato,261.0,92.0,3.0,13.0,0.0,0.0,2.0,2.0,right_only
3565,,,,,,,,,,,,,03 Beech Grove,Trousdale,03 Beech Grove,255.0,59.0,0.0,9.0,0.0,0.0,0.0,0.0,right_only
3566,,,,,,,,,,,,,04 Halltown,Trousdale,04 Halltown,210.0,93.0,1.0,6.0,1.0,0.0,2.0,0.0,right_only
3567,,,,,,,,,,,,,05 Templow,Trousdale,05 Templow,267.0,85.0,1.0,10.0,1.0,1.0,1.0,2.0,right_only
3568,,,,,,,,,,,,,06 Walnut Grove,Trousdale,06 Walnut Grove,247.0,80.0,1.0,9.0,1.0,0.0,0.0,0.0,right_only
3569,,,,,,,,,,,,,07 High School,Trousdale,07 High School,112.0,120.0,2.0,3.0,1.0,1.0,0.0,0.0,right_only
3570,,,,,,,,,,,,,08 Willard,Trousdale,08 Willard,201.0,114.0,0.0,6.0,1.0,0.0,0.0,1.0,right_only
3571,,,,,,,,,,,,,09 City,Trousdale,09 City,154.0,92.0,2.0,4.0,2.0,0.0,1.0,0.0,right_only
3572,,,,,,,,,,,,,1-1 UCHS,Union,1-1 UCHS,852.0,135.0,1.0,26.0,2.0,3.0,6.0,1.0,right_only
3573,,,,,,,,,,,,,2-1 Luttrell,Union,2-1 Luttrell,579.0,92.0,1.0,14.0,1.0,3.0,3.0,4.0,right_only
3574,,,,,,,,,,,,,3-1 Cedar Grove,Union,3-1 Cedar Grove,375.0,80.0,0.0,3.0,0.0,0.0,2.0,3.0,right_only
3575,,,,,,,,,,,,,3-2 Brock,Union,3-2 Brock,288.0,60.0,1.0,3.0,0.0,1.0,4.0,0.0,right_only
3576,,,,,,,,,,,,,4-1 Big Ridge,Union,4-1 Big Ridge,636.0,152.0,1.0,14.0,0.0,3.0,2.0,0.0,right_only
3577,,,,,,,,,,,,,5-1 Sharp Chapel,Union,5-1 Sharp Chapel,642.0,123.0,3.0,14.0,2.0,2.0,2.0,1.0,right_only
3578,,,,,,,,,,,,,5-2 Braden Chapel,Union,5-2 Braden Chapel,72.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,right_only
3579,,,,,,,,,,,,,6-1 Paulette,Union,6-1 Paulette,776.0,166.0,3.0,21.0,2.0,6.0,1.0,0.0,right_only
3580,,,,,,,,,,,,,7-1 Plainview,Union,7-1 Plainview,601.0,120.0,1.0,10.0,1.0,1.0,4.0,1.0,right_only
3581,,,,,,,,,,,,,Cummingsville,Van Buren,Cummingsville,194.0,54.0,0.0,14.0,0.0,0.0,0.0,0.0,right_only
3582,,,,,,,,,,,,,Fall Creek Falls,Van Buren,Fall Creek Falls,372.0,91.0,0.0,2.0,1.0,0.0,2.0,0.0,right_only
3583,,,,,,,,,,,,,Piney,Van Buren,Piney,353.0,101.0,1.0,10.0,0.0,1.0,0.0,1.0,right_only
3584,,,,,,,,,,,,,White Hill,Van Buren,White Hill,79.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,right_only
3585,,,,,,,,,,,,,2-1 Courthouse,Warren,2-1 Courthouse,633.0,236.0,4.0,36.0,2.0,4.0,6.0,1.0,right_only
3586,,,,,,,,,,,,,2-2 Airport,Warren,2-2 Airport,479.0,118.0,2.0,8.0,1.0,4.0,1.0,1.0,right_only
3587,,,,,,,,,,,,,3-1 Westwood,Warren,3-1 Westwood,404.0,168.0,2.0,22.0,2.0,2.0,1.0,1.0,right_only
3588,,,,,,,,,,,,,3-2 Smartt,Warren,3-2 Smartt,458.0,161.0,1.0,21.0,0.0,0.0,1.0,2.0,right_only
3589,,,,,,,,,,,,,4-1 TSU,Warren,4-1 TSU,623.0,259.0,2.0,33.0,1.0,3.0,1.0,0.0,right_only
3590,,,,,,,,,,,,,5-1 Mall,Warren,5-1 Mall,378.0,226.0,1.0,10.0,1.0,2.0,4.0,2.0,right_only
3591,,,,,,,,,,,,,5-2 Towers,Warren,5-2 Towers,173.0,117.0,0.0,4.0,0.0,2.0,0.0,0.0,right_only
3592,,,,,,,,,,,,,6-1 Caney Fork,Warren,6-1 Caney Fork,527.0,272.0,4.0,21.0,1.0,1.0,9.0,1.0,right_only
3593,,,,,,,,,,,,,7-1 Friendship,Warren,7-1 Friendship,803.0,309.0,3.0,16.0,3.0,2.0,3.0,1.0,right_only
3594,,,,,,,,,,,,,8-1 Fairview,Warren,8-1 Fairview,671.0,183.0,1.0,23.0,0.0,1.0,3.0,4.0,right_only
3595,,,,,,,,,,,,,8-3 Bonner,Warren,8-3 Bonner,275.0,72.0,2.0,14.0,1.0,2.0,6.0,0.0,right_only
3596,,,,,,,,,,,,,9-1 Morrison,Warren,9-1 Morrison,684.0,261.0,2.0,21.0,2.0,3.0,5.0,1.0,right_only
3597,,,,,,,,,,,,,9-2 Viola,Warren,9-2 Viola,267.0,78.0,1.0,18.0,1.0,0.0,0.0,2.0,right_only
3598,,,,,,,,,,,,,10-1 Centertown UMC,Warren,10-1 Centertown UMC,573.0,199.0,1.0,14.0,0.0,1.0,2.0,0.0,right_only
3599,,,,,,,,,,,,,10-2 Centertown CIC,Warren,10-2 Centertown CIC,373.0,109.0,1.0,8.0,0.0,1.0,1.0,0.0,right_only
3600,,,,,,,,,,,,,11-1 Midway,Warren,11-1 Midway,297.0,94.0,0.0,7.0,1.0,2.0,0.0,1.0,right_only
3601,,,,,,,,,,,,,11-2 Hwy 56 North,Warren,11-2 Hwy 56 North,556.0,157.0,2.0,15.0,1.0,4.0,5.0,0.0,right_only
3602,,,,,,,,,,,,,12-1 Northside,Warren,12-1 Northside,385.0,122.0,2.0,9.0,1.0,2.0,3.0,0.0,right_only
3603,,,,,,,,,,,,,12-2 Lucky,Warren,12-2 Lucky,353.0,125.0,1.0,15.0,0.0,3.0,3.0,1.0,right_only
3604,,,,,,,,,,,,,01 Fall Branch,Washington,01 Fall Branch,631.0,115.0,0.0,21.0,0.0,1.0,2.0,1.0,right_only
3605,,,,,,,,,,,,,02 Harmony,Washington,02 Harmony,1146.0,206.0,1.0,22.0,1.0,6.0,3.0,5.0,right_only
3606,,,,,,,,,,,,,03 Gray East,Washington,03 Gray East,1812.0,387.0,0.0,54.0,4.0,9.0,13.0,8.0,right_only
3607,,,,,,,,,,,,,04 Gray City,Washington,04 Gray City,76.0,6.0,1.0,3.0,0.0,1.0,0.0,0.0,right_only
3608,,,,,,,,,,,,,05 B.C. East,Washington,05 B.C. East,1126.0,291.0,5.0,43.0,1.0,3.0,12.0,1.0,right_only
3609,,,,,,,,,,,,,06 Sulphur Springs,Washington,06 Sulphur Springs,2135.0,439.0,9.0,61.0,4.0,7.0,20.0,7.0,right_only
3610,,,,,,,,,,,,,07 Gray West,Washington,07 Gray West,1407.0,264.0,1.0,56.0,2.0,4.0,10.0,5.0,right_only
3611,,,,,,,,,,,,,08 B.C. West,Washington,08 B.C. West,928.0,243.0,0.0,34.0,2.0,6.0,13.0,2.0,right_only
3612,,,,,,,,,,,,,09 B.C. City,Washington,09 B.C. City,1622.0,639.0,2.0,86.0,1.0,10.0,12.0,5.0,right_only
