,COUNTY,NAME
1506,Van Buren,Fall Creek Falls Comm. Center
1505,Van Buren,Spencer 5
1507,Van Buren,Cedar Grove Community Cntr.
1528,Warren,02-2 Warren County Airport
1517,Warren,12-2 Lucky Community Center
1538,Warren,09-1 Morrison Ruritan Club
1536,Warren,10-2 Centertown Comm. Ctr.
1535,Warren,06-1 Caney Fork Electric Auditorium
1532,Warren,03-1 Westwood Church of Christ
1533,Warren,08-1 Shellsford Baptist Church
1534,Warren,05-1 Three Star Mall
1537,Warren,09-2 Viola Valley Comm. Center
1539,Warren,03-2 Smartt First Baptist Church
1549,Warren,01-1 Christ Community Church
1548,Warren,12-1 Warren Co. Highway Dept
1516,Warren,11-2 Hwy 56 N Church of Christ
1518,Warren,10-1 Centertown United Methodist Church
1515,Warren,04-1 TSU Nursery Res. Center
1513,Warren,11-1 Midway Community Center
1514,Warren,07-1 Friendship The Baptist Church
1512,Warren,08-3 Bonner Church of Christ
1522,Warren,02-1 Courthouse
1521,Warren,05-2 Chamber of Commerce
1845,Washington,Courthouse
1846,Washington,New Victory
1843,Washington,Grace West
1847,Washington,Boones Creek East
1848,Washington,Fall Branch
1849,Washington,Bowmantown
1841,Washington,Harmony
1844,Washington,Visitor's Center
1854,Washington,Henry Johnson 6
1855,Washington,Gray County
1856,Washington,Gray City
1857,Washington,Boones Creek West
1858,Washington,Indian Trail City
1859,Washington,South Side
1860,Washington,Carver
1861,Washington,Town Acres County
1960,Washington,Princeton
1840,Washington,New Salem
1850,Washington,Boones Creek City
1839,Washington,Woodland
1833,Washington,Henry Johnson 7
1837,Washington,Sulphur Springs
1838,Washington,Asbury
1952,Washington,South Central 7
1825,Washington,Grace East
1954,Washington,South Central 6
1827,Washington,Keystone
1828,Washington,Lake Ridge
1829,Washington,Embreeville
1826,Washington,Grace City
1832,Washington,Town Acres City
1834,Washington,Fairmont
1835,Washington,Fairhaven
1836,Washington,Boones Creek Central
1831,Washington,Lamar
1410,Wayne,3 Eagle Creek Fire Hall
1423,Wayne,5 Big Cypress
1411,Wayne,4 Shawnatee
1409,Wayne,5 Lutts
1412,Wayne,6 Southgate Fire Hall
1418,Wayne,7 Buffalo River Fire Dept.
1419,Wayne,7 Ovilla Fire Hall
1420,Wayne,1 Waynesboro City
1421,Wayne,5 Woodman Building
1424,Wayne,2 Clifton
1422,Wayne,3 Crazy Horse
1426,Wayne,4 Collinwood City
1427,Wayne,6 Holly Creek Fire Hall
1425,Wayne,3 Beech Creek Fire Hall
1437,Weakley,03 Greenfield First Baptist Church
1438,Weakley,09 Dresden First United Methodist Church
1439,Weakley,07 Martin Shepardsfield Church
1436,Weakley,06 Martin Trinity Presbyterian Church
1432,Weakley,02 Gleason Community Building
1431,Weakley,01A Palmersville Fire Station
1430,Weakley,01B Latham Vol. Fire Dept.
1433,Weakley,04 Sharon First Baptist Church
1428,Weakley,08 Martin First United Methodist Church
1429,Weakley,05  Martin Church of Christ
1459,White,"6-1 Central View School, County"
1464,White,"7-1 Northfield School, County"
1465,White,"1-2 Sparta Civic Center, County"
1441,White,"1-1 Sparta Civic Center, City"
1440,White,"4-1 Woodland Park School, County"
1457,White,"5-1 Doyle Civic Center Hall, County"
1458,White,"6-2 Cassville School, County"
1463,White,"3-1 Ag Fair Complex, County"
1460,White,"2-2 Woodland Park School, County"
1461,White,"2-1 Ag Fair Complex, City"
1462,White,"4-2 Bondecroft School, County"
1393,Williamson,4-3 Franklin Christian Church
1390,Williamson,6-2 Brentwood Safety Center
1391,Williamson,4-1 Prairie Life Fitness Center
1392,Williamson,4-2 Millview Church of Christ
1394,Williamson,5-2 Nolensville Methodist Church
1466,Williamson,6-3 Holy Family Catholic Church
1540,Williamson,2-5 Conduit Church
1544,Williamson,3-1 Heritage Elementary School
1543,Williamson,1-4 Burwood Community Center
1542,Williamson,9-4 Grace Chapel Church
1541,Williamson,5-3 Triune Baptist Church
1471,Williamson,1-2 Fairview Recreation Center
1472,Williamson,9-2 Benton Hall School
1473,Williamson,5-4 Nolensville Baptist Church
1474,Williamson,9-5 Independence High School
1467,Williamson,11-3 Winstead Elementary School
1500,Williamson,10-1 Franklin Recreation Complex
1492,Williamson,7-1 Brenthaven Church
1491,Williamson,7-2 Baptist Children's Home
1525,Williamson,8-2 First Presbyterian Church
1526,Williamson,8-1 Grassland Middle School
1527,Williamson,1-5 The Church of Spring Hill
1531,Williamson,2-1 Bethesda Recreation Center
1530,Williamson,2-3 Oakview Elementary School
1529,Williamson,12-2 The Church of the City-Franklin
1485,Williamson,6-1 Brentwood Library
1545,Williamson,2-4 College Grove Community Center
1486,Williamson,7-3 New Hope Community Church
1547,Williamson,1-3 Old Pinewood School
1553,Williamson,12-3 The Gate Community Church
1552,Williamson,3-3 Chapman's Retreat Elementary School
1551,Williamson,2-2 Thompson Station Baptist Church
1468,Williamson,11-1 Franklin Elementary School
1469,Williamson,9-3 Westhaven Clubhouse
1470,Williamson,1-1 Westwood Elementary School
1519,Williamson,8-3 Episcopal Church
1546,Williamson,3-2 Longview Recreation Center
1523,Williamson,10-3 Hunter's Bend Elementary School
1520,Williamson,9-1 Walnut Grove Elementary School
1550,Williamson,12-1 Franklin Community of Faith Church
1502,Williamson,11-2 Robert Ring Indoor Soccer Complex
1501,Williamson,10-2 Liberty Elementary School
1524,Williamson,5-1 Sunset Elementary School
1408,Wilson,24-1
1417,Wilson,18-1
1416,Wilson,1-May
1415,Wilson,21-1
1413,Wilson,19-1
1414,Wilson,1-Jun
1407,Wilson,17-1
1406,Wilson,23-1
1401,Wilson,2-Sep
1435,Wilson,1-Feb
1478,Wilson,2-Dec
1402,Wilson,1-Jul
1403,Wilson,21-2
1400,Wilson,1-Apr
1399,Wilson,25-1
1398,Wilson,22-1
1397,Wilson,1-Dec
1396,Wilson,14-1
1395,Wilson,1-Mar
1479,Wilson,2-Apr
1709,Wilson,1-Aug
1707,Wilson,13-1
1404,Wilson,15-1
1443,Wilson,1-Nov
1442,Wilson,1-Oct
1434,Wilson,1-Jan
1475,Wilson,25-2
1476,Wilson,1-Sep
1477,Wilson,2-Jul
1708,Wilson,16-1
1405,Wilson,20-1
