,unique_ID
2827,Tipton-3-6 Tipton West
2828,Tipton-4-11 Atoka
2829,Tipton-5-12 Munford
2830,Tipton-6-14 SW Tipton
2831,Tipton-7-19 Austin Peay
2832,Tipton-8-21 Wilkinsville
2833,Tipton-9-22 Brighton
2834,Trousdale-01 Senior Center
2835,Trousdale-02 Cato
2836,Trousdale-03 Beech Grove
2837,Trousdale-04 Halltown
2838,Trousdale-05 Templow
2839,Trousdale-06 Walnut Grove
2840,Trousdale-07 High School
2841,Trousdale-08 Willard
2842,Trousdale-09 City
2843,Warren-1-1 Civic Center
2844,Warren-2-1 Courthouse
2845,Warren-2-2 Airport
2846,Warren-3-1 Westwood
2847,Warren-3-2 Smartt
2848,Warren-4-1 TSU
2849,Warren-5-1 Mall
2850,Warren-5-2 Towers
2851,Warren-6-1 Caney Fork
2852,Warren-7-1 Friendship
2853,Warren-8-1 Fairview
2854,Warren-8-3 Bonner
2855,Warren-9-1 Morrison
2856,Warren-9-2 Viola
2857,Warren-10-1 Centertown UMC
2858,Warren-10-2 Centertown CIC
2859,Warren-11-1 Midway
2860,Warren-11-2 Hwy 56 North
2861,Warren-12-1 Northside
2862,Warren-12-2 Lucky
2863,Washington-01 Fall Branch
2864,Washington-02 Harmony
2865,Washington-03 Gray East
2866,Washington-04 Gray City
2867,Washington-05 B.C. East
2868,Washington-06 Sulphur Springs
2869,Washington-07 Gray West
2870,Washington-08 B.C. West
2871,Washington-09 B.C. City
2872,Washington-17 Town Acres
2873,Washington-20 Visitor's Center
2874,Washington-25 Millennium
2875,Washington-30 Grace
2876,Washington-32 Cherokee Out
2877,Washington-34 New Victory
2878,Wayne-1 Waynesboro
2879,Wayne-3-1 Beech Creek
2880,Wayne-3-2 Crazy Horse
2881,Wayne-3-3 Eagle Creek
2882,Wayne-4-1 Collinwood
2883,Wayne-4-2 Shawnettee
2884,Wayne-5-1 Big Cypress
2885,Wayne-5-2 Lutts
2886,Wayne-5-3 Wayne Co High
2887,Wayne-6-1 Holly Creek
2888,Wayne-6-2 South Gate
2889,Wayne-7-1 Buffalo River
2890,Wayne-7-2 Ovilla
2891,Weakley-1A Palmersville
2892,Weakley-1B Latham
2893,Weakley-2A Gleason
2894,Weakley-3A Greenfield
2895,Weakley-4A Sharon
2896,Weakley-5A Martin CoC
2897,Weakley-6A Trinity
2898,Weakley-7A Martin Shepherd's
2899,Weakley-8A Martin FUMC
2900,Weakley-9A Dresden
2901,Williamson-1-1
2902,Williamson-1-2
2903,Williamson-1-3
2904,Williamson-1-4
2905,Williamson-1-5
2906,Williamson-2-1
2907,Williamson-2-2
2908,Williamson-2-3
2909,Williamson-2-4
2910,Williamson-2-5
2911,Williamson-3-1
2912,Williamson-3-2
2913,Williamson-3-3
2914,Williamson-4-1
2915,Williamson-4-2
2916,Williamson-4-3
2917,Williamson-5-1
2918,Williamson-5-2
2919,Williamson-5-3
2920,Williamson-5-4
2921,Williamson-6-1
2922,Williamson-6-2
2923,Williamson-6-3
2924,Williamson-7-1
2925,Williamson-7-2
2926,Williamson-7-3
2927,Williamson-8-1
2928,Williamson-8-2
2929,Williamson-8-3
2930,Williamson-9-1
2931,Williamson-9-2
2932,Williamson-9-3
2933,Williamson-9-4
2934,Williamson-9-5
2935,Williamson-10-1
2936,Williamson-10-2
2937,Williamson-10-3
2938,Williamson-11-1
2939,Williamson-11-2
2940,Williamson-11-3
2941,Williamson-12-1
2942,Williamson-12-2
2943,Williamson-12-3
